!DateTime	u10	v10	airp	airt	relh	cloud	swr	precip
2019-01-01 05:00:00	1.27242	0	10130	13.15	100	1	0.148557	0
2019-01-01 06:00:00	1.23648	0	10130	12.81	100	1	0.18677	0
2019-01-01 07:00:00	1.41697	0	10120	11.84	100	1	0.217541	0
2019-01-01 08:00:00	1.43653	0	10130	16.35	100	1	0.356607	0
2019-01-01 09:00:00	2.06593	0	10130	15.29	100	1	1.3073	0
2019-01-01 10:00:00	2.19658	0	10120	17.83	81.7	1	0.995131	0
2019-01-01 11:00:00	2.43982	0	10130	16.87	84.7	1	0.609066	0
2019-01-01 12:00:00	2.15444	0	10140	16.5	76.44	1	0.475607	0
2019-01-01 13:00:00	3.47433	0	10160	14.82	69.11	1	1.56998	0
2019-01-01 14:00:00	3.18607	0	10160	14.61	65.72	1	22.421	0
2019-01-01 15:00:00	2.79635	0	10170	14.47	65.39	1	51.0475	0
2019-01-01 16:00:00	2.33005	0	10170	14.46	64.11	0.614649	112.993	0
2019-01-01 17:00:00	2.54688	0	10170	14.76	59.44	0.640339	157.095	0
2019-01-01 18:00:00	2.22181	0	10170	14.64	56.99	0.666029	186.426	0
2019-01-01 19:00:00	2.02651	0	10170	14.53	56.36	0.691719	165.408	0
2019-01-01 20:00:00	2.2765	0	10170	14.61	54.62	0.717409	153.877	0
2019-01-01 21:00:00	1.18933	0	10180	14.49	54.01	0.743099	106.503	0
2019-01-01 22:00:00	1.99925	0	10180	14.24	55.86	0.768789	40.4456	0
2019-01-01 23:00:00	2.68513	0	10190	13.59	59.08	0.79448	0.623803	0
2019-01-02 00:00:00	3.45037	0	10200	12.11	65.35	0.82017	0	0
2019-01-02 01:00:00	2.06939	0	10210	10.94	65.69	0.84586	0	0
2019-01-02 02:00:00	2.61702	0	10210	10.34	79.79	0.87155	0	0
2019-01-02 03:00:00	2.81185	0	10210	8.11	88.4	0.89724	0	0
2019-01-02 04:00:00	2.82615	0	10210	6.907	94.4	0.92293	0	0
2019-01-02 05:00:00	2.55809	0	10210	5.942	96.1	0.94862	0	0
2019-01-02 06:00:00	2.27008	0	10210	5.898	96.8	0.97431	0	0
2019-01-02 07:00:00	2.8764	0	10220	6.282	97.9	1	0	0
2019-01-02 08:00:00	2.99541	0	10220	6.398	95.7	1	0	0
2019-01-02 09:00:00	2.94626	0	10220	6.752	91.8	1	0	0
2019-01-02 10:00:00	1.93028	0	10220	6.346	95.1	1	0	0
2019-01-02 11:00:00	1.51851	0	10220	5.746	98.3	1	0	0
2019-01-02 12:00:00	1.35115	0	10230	6.017	97.8	1	0.0163934	0
2019-01-02 13:00:00	2.82164	0	10230	7.673	84.6	1	1.48582	0
2019-01-02 14:00:00	2.0486	0	10240	7.161	81.7	1	19.188	0
2019-01-02 15:00:00	1.63476	0	10240	7.009	81.4	1	34.0248	0
2019-01-02 16:00:00	2.51988	0	10250	6.906	82	1	49.7302	0
2019-01-02 17:00:00	2.26029	0	10250	6.587	81.8	1	91.97	0
2019-01-02 18:00:00	2.33696	0	10240	6.684	80.1	1	119.077	0
2019-01-02 19:00:00	2.51198	0	10230	6.943	75.08	1	154.536	0
2019-01-02 20:00:00	2.03835	0	10220	7.146	74.14	1	93.0493	0
2019-01-02 21:00:00	1.94079	0	10200	7.175	74.53	1	46.1787	0
2019-01-02 22:00:00	2.56817	0	10200	7.164	75.31	1	20.0527	0
2019-01-02 23:00:00	1.33794	0	10190	6.644	78.03	1	0	0
2019-01-03 00:00:00	0.714314	0	10200	6.705	80.1	1	0	0
2019-01-03 01:00:00	1.64536	0	10200	6.346	84.9	1	0	0
2019-01-03 02:00:00	2.36941	0	10200	6.242	82	1	0	0
2019-01-03 03:00:00	1.67069	0	10190	5.949	88.2	1	0	7.05556e-08
2019-01-03 04:00:00	1.00962	0	10180	5.899	93.3	1	0	1.41111e-07
2019-01-03 05:00:00	0.763757	0	10170	5.739	99.3	1	0	7.05556e-08
2019-01-03 06:00:00	1.69524	0	10170	5.666	99.9	1	0.0180984	2.11667e-07
2019-01-03 07:00:00	1.40155	0	10160	5.975	100	1	0.0907541	1.41111e-07
2019-01-03 08:00:00	3.8949	0	10150	6.779	100	1	0.268934	0
2019-01-03 09:00:00	4.08059	0	10150	8.55	92.8	1	0	7.05556e-08
2019-01-03 10:00:00	3.7001	0	10140	8.72	94.8	1	0	7.05556e-08
2019-01-03 11:00:00	3.10103	0	10140	8.84	95.7	1	0	1.41111e-07
2019-01-03 12:00:00	3.53465	0	10140	8.89	97.4	1	0	7.05556e-08
2019-01-03 13:00:00	4.04813	0	10150	9.1	92.9	1	1.72787	0
2019-01-03 14:00:00	2.53957	0	10150	9.8	85.5	1	28.3885	0
2019-01-03 15:00:00	2.29697	0	10150	9.5	87	0.955034	130.545	0
2019-01-03 16:00:00	2.08664	0	10160	10.18	79.38	0.957845	186.846	0
2019-01-03 17:00:00	2.61829	0	10160	10.18	71.79	0.960655	198.554	0
2019-01-03 18:00:00	2.67921	0	10150	10.16	68.49	0.963465	148.507	0
2019-01-03 19:00:00	1.91336	0	10150	10.05	66.17	0.966276	125.554	0
2019-01-03 20:00:00	2.06193	0	10150	9.99	64.32	0.969086	103.466	0
2019-01-03 21:00:00	1.50548	0	10150	10.02	59.62	0.971896	91.8075	0
2019-01-03 22:00:00	1.45026	0	10150	9.85	56.36	0.974707	32.867	0
2019-01-03 23:00:00	1.47904	0	10160	9.32	65.58	0.977517	0.841393	0
2019-01-04 00:00:00	1.74806	0	10170	8.66	64.94	0.980328	0	0
2019-01-04 01:00:00	2.00933	0	10170	7.164	88.1	0.983138	0	0
2019-01-04 02:00:00	2.49112	0	10170	6.823	94.7	0.985948	0	0
2019-01-04 03:00:00	2.73874	0	10170	5.844	92.7	0.988759	0	0
2019-01-04 04:00:00	2.84396	0	10170	6.082	91.3	0.991569	0	0
2019-01-04 05:00:00	2.45306	0	10170	4.963	90.8	0.994379	0	0
2019-01-04 06:00:00	3.46454	0	10170	4.893	91.1	0.99719	0	0
2019-01-04 07:00:00	2.7402	0	10160	4.812	92	1	0	0
2019-01-04 08:00:00	3.25848	0	10160	4.873	92.7	1	0	0
2019-01-04 09:00:00	1.63775	0	10160	5.17	88.4	1	0	0
2019-01-04 10:00:00	1.58985	0	10160	4.892	92.2	1	0	0
2019-01-04 11:00:00	1.53157	0	10160	4.9	91.1	1	0.176738	0
2019-01-04 12:00:00	1.0751	0	10150	5.575	86.8	1	0.142607	0
2019-01-04 13:00:00	0.951502	0	10150	5.831	85.2	1	1.33546	0
2019-01-04 14:00:00	0.855695	0	10150	7.725	87	1	12.4493	0
2019-01-04 15:00:00	0.936084	0	10160	7.333	81.9	1	23.3785	0
2019-01-04 16:00:00	0.825887	0	10160	6.966	80.8	1	44.8764	7.05556e-08
2019-01-04 17:00:00	1.47354	0	10150	6.802	87.4	1	55.662	2.11667e-07
2019-01-04 18:00:00	1.26369	0	10130	6.049	91.5	1	43.8452	0
2019-01-04 19:00:00	1.101	0	10130	6.23	86.9	1	38.3756	0
2019-01-04 20:00:00	1.10643	0	10110	7.036	89.5	1	25.1679	0
2019-01-04 21:00:00	1.24253	0	10100	7.227	100	1	11.58	2.11667e-07
2019-01-04 22:00:00	0.765242	0	10090	8.69	100	1	3.07351	7.05556e-08
2019-01-04 23:00:00	1.10438	0	10080	6.929	100	1	0.529049	0
2019-01-05 00:00:00	1.15613	0	10070	7.817	100	1	0	1.41111e-07
2019-01-05 01:00:00	1.91835	0	10060	7.612	100	1	0.000721311	7.05556e-08
2019-01-05 02:00:00	1.0645	0	10040	8.02	100	1	0.0474426	2.11667e-07
2019-01-05 03:00:00	1.0645	0	10040	7.847	100	1	0.0196885	2.11667e-07
2019-01-05 04:00:00	0.962227	0	10040	7.132	100	1	0.0608197	7.05556e-08
2019-01-05 05:00:00	1.00155	0	10030	7.487	100	1	0.0544426	0
2019-01-05 06:00:00	1.51787	0	10010	7.412	100	1	0.056623	2.11667e-07
2019-01-05 07:00:00	1.79248	0	10020	6.74	100	1	0	7.05556e-08
2019-01-05 08:00:00	2.96698	0	10010	7	100	1	0	0
2019-01-05 09:00:00	2.97528	0	10010	8.56	100	1	0	0
2019-01-05 10:00:00	3.5422	0	10010	8.57	90.3	1	0	0
2019-01-05 11:00:00	3.47327	0	10000	8.88	91.2	1	0.000360656	0
2019-01-05 12:00:00	3.89476	0	10000	8.5	89.8	1	0.0658525	0
2019-01-05 13:00:00	3.70415	0	10010	8.61	84.3	1	0.755082	0
2019-01-05 14:00:00	4.35998	0	10020	8.81	77.5	1	22.031	0
2019-01-05 15:00:00	3.92114	0	10040	8.45	71.92	0.71488	219.59	0
2019-01-05 16:00:00	3.2399	0	10060	8.33	67.67	0.7327	416.221	0
2019-01-05 17:00:00	7.84732	0	10070	9.76	57.59	0.75052	530.364	0
2019-01-05 18:00:00	5.72291	0	10050	10.99	54.75	0.76834	558.675	0
2019-01-05 19:00:00	3.58869	0	10060	10.7	48.85	0.78616	522.321	0
2019-01-05 20:00:00	2.65089	0	10070	12.43	44.24	0.80398	429.175	0
2019-01-05 21:00:00	2.29419	0	10080	12.78	44.35	0.8218	156.143	0
2019-01-05 22:00:00	2.70552	0	10090	12.52	44.67	0.83962	18.137	0
2019-01-05 23:00:00	1.28154	0	10100	11.4	47.04	0.85744	0.982	0
2019-01-06 00:00:00	1.40756	0	10110	11.41	50.21	0.87526	0	0
2019-01-06 01:00:00	1.10432	0	10120	10.75	48.22	0.89308	0	0
2019-01-06 02:00:00	1.06549	0	10130	8.25	59.87	0.9109	0	0
2019-01-06 03:00:00	1.24763	0	10130	6.767	77.58	0.92872	0	0
2019-01-06 04:00:00	1.18568	0	10140	4.4	87.3	0.94654	0	0
2019-01-06 05:00:00	1.55446	0	10140	5.538	81.3	0.96436	0.0168525	0
2019-01-06 06:00:00	2.56395	0	10140	6.604	74.57	0.98218	0.00467213	0
2019-01-06 07:00:00	1.79108	0	10150	9.3	58.98	1	0	0
2019-01-06 08:00:00	1.42087	0	10150	4.084	88.7	1	0	0
2019-01-06 09:00:00	1.68706	0	10160	3.41	93.8	1	0	0
2019-01-06 10:00:00	2.00189	0	10160	2.835	97.5	1	0.167246	0
2019-01-06 11:00:00	2.54089	0	10160	8.23	67.36	1	0	0
2019-01-06 12:00:00	3.50601	0	10160	8.21	66.09	1	0	0
2019-01-06 13:00:00	3.17214	0	10160	7.889	71.63	1	2.283	0
2019-01-06 14:00:00	2.21189	0	10170	8.61	68.44	1	23.2493	0
2019-01-06 15:00:00	1.58279	0	10180	7.728	73.9	0.969285	128.839	0
2019-01-06 16:00:00	1.44042	0	10190	9.86	61.19	0.971205	241.954	0
2019-01-06 17:00:00	1.57236	0	10190	11.16	52.39	0.973124	128.894	0
2019-01-06 18:00:00	1.3849	0	10190	12.26	47.14	0.975044	113.802	0
2019-01-06 19:00:00	1.58823	0	10190	12.65	44.21	0.976964	118.113	0
2019-01-06 20:00:00	3.06753	0	10190	13	41.94	0.978883	381.949	0
2019-01-06 21:00:00	4.2846	0	10190	15.73	34.36	0.980803	113.724	0
2019-01-06 22:00:00	3.86885	0	10190	14.87	36.39	0.982723	25.1418	0
2019-01-06 23:00:00	2.16496	0	10200	14.26	31.22	0.984642	0.934803	0
2019-01-07 00:00:00	2.90817	0	10210	11.38	49.08	0.986562	0	0
2019-01-07 01:00:00	2.77905	0	10220	10.98	52.36	0.988482	0	0
2019-01-07 02:00:00	2.88133	0	10230	8.99	80.8	0.990402	0	0
2019-01-07 03:00:00	3.16017	0	10240	8.01	82.2	0.992321	0	0
2019-01-07 04:00:00	3.09175	0	10240	6.649	83	0.994241	0	0
2019-01-07 05:00:00	3.40769	0	10250	8.65	88.4	0.996161	0	0
2019-01-07 06:00:00	2.95259	0	10240	7.635	85.2	0.99808	0	0
2019-01-07 07:00:00	1.4611	0	10240	5.99	80.6	1	0.0102623	0
2019-01-07 08:00:00	1.22103	0	10250	7.774	76.24	1	0.0257377	0
2019-01-07 09:00:00	1.69597	0	10250	9.87	65.16	1	0	0
2019-01-07 10:00:00	1.83145	0	10250	8.6	67.83	1	0	0
2019-01-07 11:00:00	1.89791	0	10260	7.02	70.18	1	0	0
2019-01-07 12:00:00	1.77843	0	10270	5.894	70.53	1	0	0
2019-01-07 13:00:00	1.69458	0	10280	4.468	72.8	1	3.64192	0
2019-01-07 14:00:00	1.96821	0	10280	4.226	73.52	1	46.4203	0
2019-01-07 15:00:00	2.528	0	10290	4.085	71.11	0.945003	141.441	0
2019-01-07 16:00:00	2.68253	0	10290	4.286	71.7	0.948441	171.446	0
2019-01-07 17:00:00	2.70878	0	10290	4.235	69.59	0.951878	243.826	0
2019-01-07 18:00:00	2.0013	0	10270	4.42	60.62	0.955315	179.036	0
2019-01-07 19:00:00	2.43097	0	10260	4.881	57.3	0.958753	177.99	0
2019-01-07 20:00:00	2.51295	0	10250	5.687	57.35	0.96219	220.256	0
2019-01-07 21:00:00	2.48897	0	10250	7.733	57.95	0.965627	151.602	0
2019-01-07 22:00:00	2.51236	0	10250	8.12	58.52	0.969064	37.1272	0
2019-01-07 23:00:00	2.30495	0	10240	7.541	62.22	0.972502	1.2138	0
2019-01-08 00:00:00	2.3572	0	10240	5.36	63.14	0.975939	0	0
2019-01-08 01:00:00	1.60277	0	10240	4.816	64.27	0.979376	0	0
2019-01-08 02:00:00	2.45284	0	10240	4.948	64.7	0.982814	0	0
2019-01-08 03:00:00	2.484	0	10240	4.865	65.99	0.986251	0	0
2019-01-08 04:00:00	3.01534	0	10230	5.036	68.25	0.989688	0	0
2019-01-08 05:00:00	2.42781	0	10210	4.794	70.42	0.993125	0	0
2019-01-08 06:00:00	1.40428	0	10210	4.793	78.54	0.996563	0.127377	0
2019-01-08 07:00:00	1.19237	0	10210	7.793	74.62	1	0.0282787	0
2019-01-08 08:00:00	0.534342	0	10210	6.883	76.4	1	0	0
2019-01-08 09:00:00	1.03823	0	10210	6.945	79.12	1	0.000147541	0
2019-01-08 10:00:00	1.18271	0	10190	7.103	78.62	1	0	0
2019-01-08 11:00:00	1.72329	0	10190	6.278	84.4	1	0	0
2019-01-08 12:00:00	1.92361	0	10180	6.253	93.1	1	0.0484426	0
2019-01-08 13:00:00	2.12241	0	10170	6.976	91.5	1	4.50484	0
2019-01-08 14:00:00	1.94766	0	10170	6.949	93.4	1	41.7359	0
2019-01-08 15:00:00	1.55005	0	10170	7.879	93.3	0.794774	194.569	0
2019-01-08 16:00:00	1.30857	0	10170	13.55	66.25	0.807601	432.864	0
2019-01-08 17:00:00	1.58785	0	10160	17.02	62.26	0.820428	528.29	0
2019-01-08 18:00:00	2.88318	0	10140	19.49	57.34	0.833254	461.772	0
2019-01-08 19:00:00	2.63714	0	10120	18.62	52.64	0.846081	432.895	0
2019-01-08 20:00:00	3.10319	0	10110	19.23	50.97	0.858907	250.48	0
2019-01-08 21:00:00	2.90325	0	10110	18.17	50.45	0.871734	113.047	0
2019-01-08 22:00:00	2.4433	0	10100	17.75	49.63	0.884561	33.8241	0
2019-01-08 23:00:00	1.97501	0	10100	17.42	52.73	0.897387	1.75577	0
2019-01-09 00:00:00	1.98917	0	10100	18.71	58.33	0.910214	0.0618689	0
2019-01-09 01:00:00	1.9576	0	10090	18.23	59.3	0.92304	0.0157541	0
2019-01-09 02:00:00	1.36109	0	10080	19.42	67.09	0.935867	0.414459	0
2019-01-09 03:00:00	3.25771	0	10070	19.8	64.59	0.948694	0.257984	0
2019-01-09 04:00:00	3.90755	0	10080	18.21	47.94	0.96152	0	0
2019-01-09 05:00:00	3.88856	0	10100	15.48	34.43	0.974347	0	0
2019-01-09 06:00:00	3.28582	0	10100	13.78	37.19	0.987173	0	0
2019-01-09 07:00:00	2.49836	0	10110	13.06	39.64	1	0	0
2019-01-09 08:00:00	2.84657	0	10120	11.1	43.34	1	0	0
2019-01-09 09:00:00	2.22496	0	10120	8.39	37.5	1	0	0
2019-01-09 10:00:00	3.01594	0	10120	8.6	41.95	1	0	0
2019-01-09 11:00:00	2.81707	0	10110	7.297	40.88	1	0	0
2019-01-09 12:00:00	2.77353	0	10110	8.1	44.38	1	0	0
2019-01-09 13:00:00	3.4571	0	10110	7.61	45.5	1	3.32351	0
2019-01-09 14:00:00	2.93636	0	10100	6.496	45.39	1	50.2723	0
2019-01-09 15:00:00	3.44498	0	10110	7.458	46.83	0.832886	188.585	0
2019-01-09 16:00:00	3.469	0	10110	8.17	41.68	0.843331	455.538	0
2019-01-09 17:00:00	3.8204	0	10110	8.79	38.44	0.853775	549.808	0
2019-01-09 18:00:00	3.65759	0	10100	8.67	40.22	0.86422	599.249	0
2019-01-09 19:00:00	3.61135	0	10090	8.64	37.8	0.874664	582.684	0
2019-01-09 20:00:00	2.89007	0	10100	8.16	39.79	0.885109	547.349	0
2019-01-09 21:00:00	3.51206	0	10100	8.05	44.12	0.895554	272.177	0
2019-01-09 22:00:00	3.34307	0	10110	5.279	47.69	0.905998	57.8362	0
2019-01-09 23:00:00	2.62786	0	10120	4.414	50.23	0.916443	4.29477	0
2019-01-10 00:00:00	2.92085	0	10120	3.365	52.51	0.926888	0	0
2019-01-10 01:00:00	2.48989	0	10120	2.558	56.02	0.937332	0	0
2019-01-10 02:00:00	3.25744	0	10120	2.436	57.08	0.947777	0	0
2019-01-10 03:00:00	3.33323	0	10120	1.596	54.53	0.958221	0	0
2019-01-10 04:00:00	3.71425	0	10130	1.123	56.68	0.968666	0	0
2019-01-10 05:00:00	5.20943	0	10130	0.18	56.75	0.979111	0	0
2019-01-10 06:00:00	4.83993	0	10130	-0.485	61.49	0.989555	0	0
2019-01-10 07:00:00	3.74617	0	10140	-1.832	70.2	1	0	0
2019-01-10 08:00:00	3.21175	0	10150	-2.192	65.66	1	0	0
2019-01-10 09:00:00	3.39888	0	10150	-2.461	57.46	1	0	0
2019-01-10 10:00:00	3.95252	0	10140	-2.743	54.14	1	0	0
2019-01-10 11:00:00	4.11757	0	10140	-2.874	56.77	1	0	0
2019-01-10 12:00:00	7.65457	0	10140	-2.751	57.87	1	0	0
2019-01-10 13:00:00	7.25138	0	10150	-2.663	62.33	1	3.0848	0
2019-01-10 14:00:00	6.79211	0	10160	-2.825	60.51	1	26.0834	0
2019-01-10 15:00:00	8.22669	0	10170	-2.749	57.3	0.848744	186.349	0
2019-01-10 16:00:00	7.48814	0	10170	-2.017	57.07	0.858198	417.993	0
2019-01-10 17:00:00	3.14532	0	10180	-1.547	56.1	0.867651	280.415	0
2019-01-10 18:00:00	3.89536	0	10180	-2.653	49.03	0.877105	718.513	0
2019-01-10 19:00:00	4.9668	0	10180	-2.233	48.25	0.886558	583.51	0
2019-01-10 20:00:00	4.55908	0	10180	-2.158	47.29	0.896012	488.485	0
2019-01-10 21:00:00	5.24745	0	10180	-2.607	51.06	0.905465	223.925	0
2019-01-10 22:00:00	3.84522	0	10190	-3.048	51.3	0.914919	33.0877	0
2019-01-10 23:00:00	4.06877	0	10200	-3.616	55.11	0.924372	3.61648	0
2019-01-11 00:00:00	3.63102	0	10210	-4.334	55.62	0.933826	0	0
2019-01-11 01:00:00	5.19269	0	10210	-4.179	57.5	0.943279	0	0
2019-01-11 02:00:00	6.2904	0	10210	-4.486	56.14	0.952733	0	0
2019-01-11 03:00:00	8.67535	0	10210	-4.231	60.73	0.962186	0	0
2019-01-11 04:00:00	10.1284	0	10210	-4.217	64.93	0.97164	0	0
2019-01-11 05:00:00	8.44371	0	10210	-4.378	63.59	0.981093	0	0
2019-01-11 06:00:00	7.24384	0	10200	-4.449	64.52	0.990547	0	0
2019-01-11 07:00:00	7.54134	0	10210	-4.493	65.67	1	0	0
2019-01-11 08:00:00	4.33993	0	10220	-4.474	67.39	1	0	0
2019-01-11 09:00:00	6.46837	0	10220	-4.742	66.65	1	0	0
2019-01-11 10:00:00	6.02826	0	10220	-4.737	66.04	1	0	0
2019-01-11 11:00:00	3.96246	0	10220	-5.142	67.33	1	0	0
2019-01-11 12:00:00	4.59875	0	10230	-5.068	64.58	1	0	0
2019-01-11 13:00:00	6.38789	0	10230	-4.934	64.39	1	3.94661	0
2019-01-11 14:00:00	5.51494	0	10230	-4.757	63.86	1	25.3892	0
2019-01-11 15:00:00	5.06385	0	10240	-4.247	61.36	0.876676	176.68	0
2019-01-11 16:00:00	4.52584	0	10260	-2.998	55.1	0.884384	459.941	0
2019-01-11 17:00:00	3.51032	0	10260	-1.686	55.2	0.892091	547.956	0
2019-01-11 18:00:00	3.3896	0	10250	0.805	48.25	0.899799	586.12	0
2019-01-11 19:00:00	2.54754	0	10240	5.67	45.96	0.907507	552.579	0
2019-01-11 20:00:00	2.39016	0	10240	8.12	43.35	0.915215	461.12	0
2019-01-11 21:00:00	1.72432	0	10240	11.21	38.03	0.922922	232.434	0
2019-01-11 22:00:00	1.62	0	10240	8.17	37.31	0.93063	31.8585	0
2019-01-11 23:00:00	1.7614	0	10250	5.132	46.92	0.938338	2.61287	0
2019-01-12 00:00:00	1.29432	0	10250	3.044	55.5	0.946046	0	0
2019-01-12 01:00:00	1.42857	0	10250	3.142	61.28	0.953753	0	0
2019-01-12 02:00:00	1.35478	0	10260	2.791	58.84	0.961461	0	0
2019-01-12 03:00:00	1.3188	0	10260	2.753	60.34	0.969169	0	0
2019-01-12 04:00:00	0.970293	0	10270	3.361	57.65	0.976877	0	0
2019-01-12 05:00:00	0.860444	0	10270	6.294	64.54	0.984584	0	0
2019-01-12 06:00:00	0.380623	0	10270	5.875	66.03	0.992292	0	0
2019-01-12 07:00:00	0.509685	0	10270	5.984	56.82	1	0	0
2019-01-12 08:00:00	1.18138	0	10280	7.804	49.18	1	0	0
2019-01-12 09:00:00	1.1303	0	10280	5.736	50.16	1	0	0
2019-01-12 10:00:00	1.07162	0	10280	3.875	51.39	1	0	0
2019-01-12 11:00:00	1.1507	0	10280	3.843	50.99	1	0	0
2019-01-12 12:00:00	1.18328	0	10290	2.639	50.95	1	0	0
2019-01-12 13:00:00	1.11787	0	10290	0.711	50.72	1	1.31395	0
2019-01-12 14:00:00	1.13844	0	10280	0.406	52.32	1	34.5439	0
2019-01-12 15:00:00	1.96532	0	10290	0.691	51.61	1	50.3366	0
2019-01-12 16:00:00	1.72914	0	10300	0.482	53.09	0.80244	103.603	0
2019-01-12 17:00:00	1.7832	0	10300	0.91	51.45	0.815611	82.0893	0
2019-01-12 18:00:00	1.76335	0	10290	0.963	52.92	0.828782	43.4154	0
2019-01-12 19:00:00	1.30309	0	10290	-1.003	87.7	0.841952	94.3174	0
2019-01-12 20:00:00	1.08317	0	10280	-0.882	86.6	0.855123	38.2526	0
2019-01-12 21:00:00	1.93043	0	10280	-1.43	95.4	0.868294	50.5974	0
2019-01-12 22:00:00	1.31786	0	10270	-1.316	93.1	0.881464	21.4326	0
2019-01-12 23:00:00	1.26833	0	10280	-1.351	94.1	0.894635	1.51451	0
2019-01-13 00:00:00	1.10304	0	10280	-1.548	96.9	0.907806	0	0
2019-01-13 01:00:00	0.852524	0	10280	-1.546	99	0.920976	0	0
2019-01-13 02:00:00	0.72887	0	10270	-1.224	96.1	0.934147	1.69228	0
2019-01-13 03:00:00	1.04674	0	10270	-1.014	93.7	0.947317	0.547246	0
2019-01-13 04:00:00	0.995775	0	10270	-0.93	92.2	0.960488	0.855639	0
2019-01-13 05:00:00	1.18044	0	10260	-1.021	93.2	0.973659	0.999148	0
2019-01-13 06:00:00	1.39308	0	10250	-1.253	98.2	0.986829	0.0283443	0
2019-01-13 07:00:00	1.08366	0	10250	-1.34	100	1	0	0
2019-01-13 08:00:00	1.15993	0	10240	-1.221	98.6	1	0.0067541	0
2019-01-13 09:00:00	1.49349	0	10240	-0.343	96.3	1	0.0274918	0
2019-01-13 10:00:00	0.995005	0	10230	-0.094	94	1	0.866328	0
2019-01-13 11:00:00	0	0	10220	1.061	98.4	1	1.51577	0
2019-01-13 12:00:00	0	0	10220	0.844	100	1	0.939869	0
2019-01-13 13:00:00	0	0	10210	0.933	100	1	2.11979	0
2019-01-13 14:00:00	0	0	10210	1.491	100	1	10.4389	0
2019-01-13 15:00:00	0	0	10210	1.212	100	1	26.7997	0
2019-01-13 16:00:00	0	0	10210	1.463	100	1	37.047	0
2019-01-13 17:00:00	0	0	10210	2.553	100	1	43.0608	0
2019-01-13 18:00:00	0	0	10200	2.075	100	1	38.7721	0
2019-01-13 19:00:00	0	0	10200	2.098	100	1	53.7139	0
2019-01-13 20:00:00	0	0	10190	1.983	100	1	43.4269	0
2019-01-13 21:00:00	0	0	10190	1.849	100	1	23.8023	0
2019-01-13 22:00:00	0	0	10200	1.606	100	1	12.5312	0
2019-01-13 23:00:00	0	0	10190	1.525	100	1	0.634	0
2019-01-14 00:00:00	0	0	10200	1.622	100	1	0	0
2019-01-14 01:00:00	0	0	10200	1.686	99.8	1	0	0
2019-01-14 02:00:00	0	0	10210	1.591	95	1	0	0
2019-01-14 03:00:00	0	0	10210	1.671	95.6	1	0	0
2019-01-14 04:00:00	0	0	10210	1.407	95.7	1	0	0
2019-01-14 05:00:00	0	0	10210	1.565	92	1	0	0
2019-01-14 06:00:00	0	0	10210	1.413	93.1	1	0	0
2019-01-14 07:00:00	0	0	10200	1.004	97	1	0	0
2019-01-14 08:00:00	0	0	10210	0.948	96.4	1	0	0
2019-01-14 09:00:00	0	0	10210	0.785	93.9	1	0	0
2019-01-14 10:00:00	0	0	10210	0.625	95.8	1	0	0
2019-01-14 11:00:00	0	0	10210	0.309	96.7	1	0	0
2019-01-14 12:00:00	0	0	10210	0.464	94.9	1	0	0
2019-01-14 13:00:00	0	0	10220	0.46	95.6	1	1.42638	0
2019-01-14 14:00:00	0	0	10220	0.506	93.2	1	27.2403	0
2019-01-14 15:00:00	0	0	10220	0.916	92.7	0.932309	153.324	0
2019-01-14 16:00:00	0	0	10220	4.105	90.1	0.342668	163.577	0
2019-01-14 17:00:00	0	0	10220	3.392	98.3	0.38649	128.802	2.82222e-07
2019-01-14 18:00:00	0.309969	0	10220	7.227	92.6	0.430312	112.166	7.05556e-07
2019-01-14 19:00:00	1.47871	0	10210	4.081	98.7	0.474134	98.5857	4.23333e-07
2019-01-14 20:00:00	1.03613	0	10210	3.864	100	0.517956	76.2074	2.82222e-07
2019-01-14 21:00:00	0.35591	0	10200	3.898	100	0.561778	49.8846	2.11667e-07
2019-01-14 22:00:00	0.786673	0	10200	4.016	100	0.605601	13.0519	7.05556e-08
2019-01-14 23:00:00	0.442367	0	10200	3.675	100	0.649423	0.846984	7.05556e-08
2019-01-15 00:00:00	0.412577	0	10210	3.809	100	0.693245	0	0
2019-01-15 01:00:00	1.21973	0	10210	3.506	100	0.737067	0	0
2019-01-15 02:00:00	1.81444	0	10200	3.72	98.7	0.780889	0	0
2019-01-15 03:00:00	1.3546	0	10200	3.924	94.5	0.824711	0	0
2019-01-15 04:00:00	1.48174	0	10200	3.871	92.4	0.868534	0	7.05556e-08
2019-01-15 05:00:00	2.7488	0	10210	3.871	88.9	0.912356	0	0
2019-01-15 06:00:00	3.58963	0	10200	3.748	85.6	0.956178	0	0
2019-01-15 07:00:00	4.09911	0	10200	3.431	85.8	1	0	0
2019-01-15 08:00:00	3.71145	0	10200	3.528	86.8	1	0	0
2019-01-15 09:00:00	3.98706	0	10200	3.287	83.9	1	0	0
2019-01-15 10:00:00	3.06984	0	10200	3.19	84.2	1	0	0
2019-01-15 11:00:00	2.26016	0	10200	2.908	84	1	0	0
2019-01-15 12:00:00	2.99132	0	10200	3.11	84.7	1	0	0
2019-01-15 13:00:00	2.7578	0	10210	3.701	85.7	1	1.33787	0
2019-01-15 14:00:00	2.30678	0	10210	3.42	84.7	1	29.117	0
2019-01-15 15:00:00	2.48305	0	10210	3.441	84.6	1	102.121	0
2019-01-15 16:00:00	3.51214	0	10220	3.891	79.98	1	240.452	7.05556e-08
