Pearson_r,Variance_obs,Variance_mod,SD_obs,SD_mod,Covariance,Bias,MAE,RMSE,NSE,lnlikelihood,par_id
0.826314178224243,42.2228959302156,64.2949808266467,6.49880504531946,8.01951374568646,43.053429193853,1.52912074462758,3.38799092698365,4.76961514388811,0.461211077079937,-44871.4678791695,p0001
0.831130115090824,42.2228959302156,64.0903455646363,6.49880504531946,8.00674149547893,43.2353853189608,1.36284570564148,3.35393171916309,4.65830648136377,0.486065112393514,-42956.2958218232,p0002
0.856135354625862,42.2228959302156,63.5892792053973,6.49880504531946,7.97538122600479,44.3617215377242,2.59823023112267,2.98758983644212,4.88257436134714,0.435388505007201,-46861.2722654011,p0003
0.832569230780347,42.2228959302156,66.8326824910009,6.49880504531946,8.17624594987656,44.2271354594773,3.66885933849147,3.74874727759064,5.83625190922204,0.193285169160495,-65516.9769811108,p0004
0.831798268680573,42.2228959302156,66.0145023738666,6.49880504531946,8.12604414800782,43.9148797040148,3.11033106865131,3.38696801628935,5.48468761668978,0.287547725234473,-58253.4074573202,p0005
0.966628974875958,42.2228959302156,53.7941405951708,6.49880504531946,7.33545382064598,46.0682064395694,0.691515366200396,1.38834286816703,2.08777804086997,0.896766504241136,-11308.9669411855,p0006
0.886579177871095,42.2228959302156,60.2203220678004,6.49880504531946,7.76123864519129,44.7057178276136,1.98792211986,2.52549598550061,4.12111837944721,0.597762864833159,-34349.2261189842,p0007
0.821118638636122,42.2228959302156,68.3892448933889,6.49880504531946,8.27091209042768,44.123893027797,4.58184085657351,4.59773083096525,6.58465036300158,-0.0268746244842288,-82481.7828816298,p0008
0.879408311288185,42.2228959302156,62.647088552933,6.49880504531946,7.91607584870679,45.2287953326195,2.78358819040143,2.9354648800703,4.7075213256715,0.475148339699902,-43797.5072289618,p0009
0.901015767528023,42.2228959302156,56.8967587557178,6.49880504531946,7.54402751722837,44.1621453495014,1.03151364257599,2.3323241684578,3.44374569063267,0.719124325310329,-24997.5021428928,p0010
0.955991852941224,42.2228959302156,54.4915835143572,6.49880504531946,7.38285289076201,45.8556563342184,1.14602212393563,1.58675057099189,2.51327147055109,0.850400278201529,-14881.7992557491,p0011
0.82125360646552,42.2228959302156,68.1622986042811,6.49880504531946,8.25717738239708,44.0578613539552,4.35160662436305,4.37529253395439,6.41918624436047,0.0240851288862273,-78554.9881188077,p0012
0.834827413384616,42.2228959302156,63.3468357434294,6.49880504531946,7.96016305090997,43.1750822063033,1.17923208694687,3.31961694609121,4.53984091967147,0.5118725250398,-40967.6595722574,p0013
0.963317799496244,42.2228959302156,55.5965186983238,6.49880504531946,7.45732893169719,46.673180062217,0.934379668665503,1.60996756519861,2.31216778571988,0.873383391841322,-13110.7944077075,p0014
0.958016803459731,42.2228959302156,55.8909249797589,6.49880504531946,7.47704766323733,46.5390789094789,1.52305364977567,1.80882125587104,2.71207586750659,0.825796991204292,-16777.6494539757,p0015
0.842552641886705,42.2228959302156,66.1762269301923,6.49880504531946,8.13599178784849,44.5371122304813,3.5751398794669,3.64981008004677,5.66626186803962,0.239594470017776,-61948.5311380869,p0016
0.971436231723181,42.2228959302156,47.8931443686032,6.49880504531946,6.92143549951245,43.6842598017287,-0.54916987333594,1.41013735430581,1.7461695923195,0.92778543067769,-8918.74819357984,p0017
0.821986735073081,42.2228959302156,67.5691718133975,6.49880504531946,8.22117321241092,43.9049124484626,3.87167200383253,3.93936849922873,6.08046765898384,0.124359280967973,-70828.184333503,p0018
0.864548629995351,42.2228959302156,65.7648022309909,6.49880504531946,8.11066118899998,45.5575325940466,4.04299123110317,4.06522764164845,5.76354153866271,0.213260712320809,-63977.7258450972,p0019
0.912830738414549,42.2228959302156,55.0644953092962,6.49880504531946,7.42156220796691,44.0149381503376,0.748233102475457,2.17840455887686,3.13326789701691,0.767487106268066,-21270.8217251171,p0020
0.889743086337316,42.2228959302156,60.7302727384226,6.49880504531946,7.79403077547384,45.054818678637,2.22505784076591,2.56584984983492,4.21834253067697,0.578560084189201,-35828.9306598628,p0021
0.898367017880062,42.2228959302156,58.6190300769914,6.49880504531946,7.65735558051471,44.6937835757503,1.61239185088531,2.34506925709411,3.74888868019682,0.667143476853505,-29002.979210324,p0022
0.88568582615784,42.2228959302156,61.8663892639831,6.49880504531946,7.86659669772747,45.2669348232262,2.59590908278738,2.78406435580479,4.50490394057901,0.51935652288309,-40390.9667589629,p0023
0.902464682538004,42.2228959302156,62.8673968919234,6.49880504531946,7.92998269584868,46.496146665391,3.53717596638449,3.56579214468949,4.96080772742959,0.41715003752469,-48266.6699342554,p0024
0.849399581567425,42.2228959302156,66.4842010579725,6.49880504531946,8.15490164865983,45.0033950601268,4.01674783201819,4.04424533372274,5.90208183728059,0.174983874352658,-66927.2159216694,p0025
0.873075887298658,42.2228959302156,64.1473160493629,6.49880504531946,8.01029933727698,45.4375857099928,3.33857937458069,3.39809227269768,5.16150683424604,0.369035396245675,-51974.2295061398,p0026
0.83048692428677,42.2228959302156,66.0838257088037,6.49880504531946,8.1303097006331,43.8686627511203,3.10905102550313,3.39630482159547,5.49869024550036,0.283905242645293,-58534.0854553256,p0027
0.836394717504917,42.2228959302156,63.5602799114742,6.49880504531946,7.97356246974947,43.3289525347851,1.4110268383803,3.2650165629956,4.59524400992473,0.499885854687722,-41891.3138533141,p0028
0.862053286798791,42.2228959302156,65.1299249576761,6.49880504531946,8.07141707897623,45.2062423926604,3.54142140492131,3.59298600770371,5.4297331122078,0.301753207109895,-57158.7786935926,p0029
0.86063956025912,42.2228959302156,62.0069658675304,6.49880504531946,7.87552910812579,44.0367798340713,1.99927201166983,2.85446063497072,4.48925280043904,0.522690467760465,-40134.0636851029,p0030
0.952053270229265,42.2228959302156,58.1743890104646,6.49880504531946,7.62825875066245,47.1846972574318,0.702513906994713,1.9641222364489,2.55370636826898,0.845547869901774,-15255.710239188,p0031
0.949554586117378,42.2228959302156,52.739204206611,6.49880504531946,7.2631712951985,44.8085334737022,0.618363869062202,1.58952191200587,2.39320017215102,0.86435304974226,-13806.6435379673,p0032
0.839614577303923,42.2228959302156,65.4026301450518,6.49880504531946,8.0882973229469,44.1216337651066,3.02106824764988,3.28994595138376,5.3393924656287,0.324794965529335,-55383.25486737,p0033
0.950347561850233,42.2228959302156,58.2516178622661,6.49880504531946,7.63332048215243,47.1314139851553,2.24903208330049,2.38378060138524,3.35705691549699,0.733087205754136,-23921.5674655393,p0034
0.954117409292618,42.2228959302156,52.9040552293383,6.49880504531946,7.27451396748703,45.0941609127656,0.6728304791644,1.51365832740305,2.32192381178097,0.872312638227703,-13193.3032387778,p0035
0.963040429151819,42.2228959302156,54.2000229480611,6.49880504531946,7.3630751957887,46.0700053976341,0.975792471248901,1.48410085211769,2.288029508104,0.876013264495004,-12908.1448758643,p0036
0.957096905624647,42.2228959302156,54.2870727605627,6.49880504531946,7.3689856837383,45.822431723159,-0.282206188688628,1.63649225610044,2.22367838893005,0.882889473389816,-12378.2863249421,p0037
0.902899979394954,42.2228959302156,53.0116672831735,6.49880504531946,7.2819087475629,42.7168660894504,0.0772431413210499,2.43950508582498,3.13158067712928,0.767737448573452,-21251.5311518964,p0038
0.903332750563631,42.2228959302156,57.7636030580229,6.49880504531946,7.60127838193534,44.6117132320477,1.43542802880338,2.27226939247879,3.58099513403991,0.696289753047453,-26757.060869979,p0039
0.830344506312012,42.2228959302156,67.2430880614383,6.49880504531946,8.20131183860281,44.2441799393419,3.87670392965477,3.92875568789773,6.00053809846842,0.147229087964949,-69065.9105310842,p0040
0.951017480524984,42.2228959302156,53.9862985753146,6.49880504531946,7.34854362410832,45.405063174165,0.992545239026575,1.58723724435617,2.5267002609559,0.848797339261945,-15005.3165771012,p0041
0.841979487396417,42.2228959302156,67.4510293058282,6.49880504531946,8.21398284051123,44.933454678167,4.49142129776611,4.5053395726537,6.32296458583604,0.0531231865333449,-76317.4087517667,p0042
0.939797536509054,42.2228959302156,52.5262394761165,6.49880504531946,7.24849185489021,44.2584770245163,0.435737736195144,1.78296932416839,2.53417614463635,0.847901272744103,-15074.3645821773,p0043
0.852230266056953,42.2228959302156,65.5203724713144,6.49880504531946,8.09557460453948,44.824880546208,3.47515362734227,3.54702475509522,5.49274066771263,0.285454032034934,-58414.7407242052,p0044
0.944210645270473,42.2228959302156,57.2811143596301,6.49880504531946,7.56946577483341,46.4353400216113,2.00829374042346,2.17010297356111,3.26597213620191,0.747374646872243,-22820.6231860633,p0045
0.889208944567148,42.2228959302156,62.4059878789037,6.49880504531946,7.90082844361072,45.6447636093444,2.93799625583716,3.02582504184103,4.68734238025599,0.47963828378667,-43451.5265724796,p0046
0.935770276872862,42.2228959302156,60.0169267866044,6.49880504531946,7.74812069384627,47.1064234263921,2.90036986621408,2.95059085552065,4.05451861814427,0.610658604467859,-33355.5218816003,p0047
0.826160313928672,42.2228959302156,67.5623346331684,6.49880504531946,8.22075726040614,44.1256038439066,3.98783414788581,4.03333822035214,6.11856552360232,0.11335205125463,-71676.3660677693,p0048
0.850694895383324,42.2228959302156,65.9452308580738,6.49880504531946,8.12177954612663,44.8889587645907,3.68198244571023,3.73182023276009,5.65218577097624,0.243367767989496,-61657.7729272651,p0049
0.827252544214452,42.2228959302156,63.082448439374,6.49880504531946,7.94353422843312,42.6939552575185,0.879515905338997,3.46822634089959,4.54873411866389,0.509958243591482,-41115.167946389,p0050
0.8499842892986,42.2228959302156,63.8163277257507,6.49880504531946,7.98960677646806,44.1215551495306,2.54755327088233,3.03706166804161,4.92809709978288,0.424811100947987,-47676.3330166185,p0051
